date,open,high,low,close,volume_btc,volume_usd,market_cap_all,fng_value,btc_dominance,neutral,positive,negative
2018-11-12,6360.98,6382.25,6300.0,6326.27,979,6210313,212410103761,52,53,542,501,687
2018-11-13,6326.27,6326.4,6250.0,6258.26,1767,11111823,210343766485,56,52,564,539,640
2018-11-14,6258.26,6297.66,5290.0,5606.38,13448,76375574,184151898260,49,47,571,581,676
2018-11-15,5606.38,5648.04,5200.0,5572.71,7172,39157716,182444892974,28,53,598,675,617
2018-11-16,5572.71,5608.35,5412.48,5515.77,4685,25905830,183029450347,23,53,493,617,567
2018-11-17,5515.77,5544.33,5455.09,5503.64,1507,8267008,183321085279,24,53,429,540,426
2018-11-18,5503.64,5658.15,5503.64,5560.42,1135,6306200,184744404591,26,52,454,482,500
2018-11-19,5560.42,5560.42,4673.86,4733.82,11102,56455361,163577863076,28,51,569,623,689
2018-11-20,4733.82,4896.54,4044.71,4355.22,18984,84500490,145370436958,21,53,536,777,718
2018-11-21,4355.22,4643.54,4242.49,4546.67,9083,40286168,146503071396,15,52,591,659,635
2018-11-22,4546.67,4596.33,4237.01,4263.29,4216,18785589,146689113894,14,53,531,634,500
2018-11-23,4263.29,4371.16,4086.83,4288.25,7107,30015145,137998312218,12,53,439,500,573
2018-11-24,4288.25,4371.46,3650.0,3789.99,5571,22547503,135361960814,15,53,412,528,434
2018-11-25,3789.99,4116.92,3473.0,3933.57,10876,40871050,127434556418,9,56,465,616,480
2018-11-26,3933.57,4075.96,3518.6,3730.44,11274,42165703,122365685408,17,51,629,700,721
2018-11-27,3730.44,3829.26,3565.0,3771.43,8334,30864417,122637882517,11,54,556,625,709
2018-11-28,3771.43,4350.0,3771.43,4223.69,9513,38997822,140569224439,14,56,586,574,620
2018-11-29,4223.69,4407.45,4085.49,4240.53,8348,35371243,135648701007,18,52,565,543,632
2018-11-30,4240.53,4295.09,3851.0,3984.01,5903,23881979,130757814032,19,54,536,562,601
2018-12-01,3970.0,4250.0,3911.47,4141.59,2186,8987670,137801824443,13,54,409,597,468
2018-12-02,4141.59,4261.6,4037.62,4101.25,2850,11776105,136733804836,15,54,489,558,533
2018-12-03,4101.25,4119.39,3750.0,3835.01,5196,20247858,125982142709,17,52,576,650,631
2018-12-04,3835.01,4034.99,3730.52,3903.94,4672,18173530,126939492120,12,53,590,628,617
2018-12-05,3903.94,3916.74,3667.19,3691.92,4204,15906060,121767134239,19,52,602,606,583
2018-12-06,3691.92,3846.62,3420.65,3436.54,8876,32235916,117082733245,13,53,613,702,663
2018-12-07,3436.54,3536.36,3209.71,3377.83,10817,36284413,107934857637,11,55,567,692,665
2018-12-08,3377.83,3459.0,3254.62,3394.5,2794,9395393,108127661793,11,54,404,524,522
2018-12-09,3394.5,3641.28,3373.71,3529.66,3840,13431518,115846786707,14,56,456,555,472
2018-12-10,3529.66,3591.53,3357.56,3411.6,4938,17059119,110614815042,19,54,554,621,632
2018-12-11,3411.6,3426.68,3295.01,3356.01,3723,12516693,108707640981,15,55,578,591,597
2018-12-12,3347.11,3486.0,3325.11,3431.89,5014,17088299,110988709469,14,55,610,617,588
2018-12-13,3431.89,3439.52,3225.39,3265.44,5680,18959465,105250020393,14,54,547,610,627
2018-12-14,3265.44,3295.5,3136.46,3195.43,5780,18625777,101773731237,10,54,520,582,622
2018-12-15,3195.43,3241.0,3126.88,3184.06,3230,10250540,102045195664,11,55,392,568,422
2018-12-16,3184.06,3263.05,3175.0,3193.0,1492,4802409,104009589332,13,55,461,545,441
2018-12-17,3193.0,3584.99,3183.07,3502.84,7868,26979715,113858290135,17,58,544,544,689
2018-12-18,3502.84,3681.1,3432.38,3667.82,6574,23159640,114555894614,23,55,538,610,581
2018-12-19,3667.82,3922.6,3644.26,3683.97,11373,42682441,122463993724,21,53,538,658,587
2018-12-20,3683.97,4200.0,3663.29,4077.29,11541,45775523,130257165058,27,53,517,656,649
2018-12-21,4077.29,4163.66,3773.13,3839.06,9566,37997707,126971133172,35,51,461,672,607
2018-12-22,3839.06,4005.0,3790.27,3979.35,2932,11322281,129844698807,28,53,393,546,443
2018-12-23,3979.35,4053.04,3910.0,3948.58,2136,8481846,134559503965,31,51,411,548,443
2018-12-24,3948.58,4238.33,3945.32,4036.0,6864,28360522,138553360217,25,50,459,618,531
2018-12-25,4036.0,4046.24,3680.0,3777.97,5009,18935262,129309756465,33,52,418,583,486
2018-12-26,3777.97,3863.82,3688.04,3808.85,3526,13314035,128646915396,26,52,469,491,622
2018-12-27,3808.85,3842.27,3567.86,3588.67,6312,23410323,121706010205,29,50,468,600,628
2018-12-28,3588.67,3965.23,3576.04,3889.2,4969,18630733,132468610875,21,56,424,515,639
2018-12-29,3889.2,3937.21,3700.0,3729.57,3269,12638069,132476568868,24,53,399,536,493
2018-12-30,3729.57,3864.93,3691.01,3826.96,2208,8371696,130450411893,23,51,395,405,497
2018-12-31,3826.96,3837.91,3621.93,3692.35,4095,15282703,125552628446,26,51,439,447,619
2019-01-01,3692.35,3840.85,3577.18,3823.63,3155,11667756,128487935046,24,52,387,587,563
2019-01-02,3823.63,3911.99,3763.85,3890.45,3924,14998960,133799915260,30,52,477,631,682
2019-01-03,3890.45,3894.17,3760.1,3786.91,4061,15562412,130996842236,33,51,515,735,661
2019-01-04,3786.91,3850.3,3732.15,3821.47,2284,8642529,130842610398,48,51,495,667,722
2019-01-05,3821.47,3859.5,3780.0,3797.41,1675,6408581,132816183872,36,51,408,570,484
2019-01-06,3797.41,4079.04,3756.79,4041.01,2511,9969787,137921996180,31,53,438,623,545
2019-01-07,4041.01,4069.96,3968.45,4007.47,3933,15810876,136345469863,39,52,522,747,764
2019-01-08,4007.47,4112.12,3950.0,3992.24,4900,19684370,136386393536,39,52,546,727,713
2019-01-09,3992.24,4044.82,3964.92,4000.67,3008,12062995,137028161782,42,51,579,656,676
2019-01-10,4000.67,4034.61,3566.0,3626.76,6903,25909780,122755939468,37,50,574,669,693
2019-01-11,3626.76,3695.0,3577.01,3637.28,3371,12260715,123582190083,19,53,537,659,685
2019-01-12,3637.28,3650.0,3561.5,3618.82,1264,4580598,122546773964,22,53,441,626,466
2019-01-13,3618.82,3644.54,3484.33,3514.08,2279,8111864,116803979714,21,50,458,622,497
2019-01-14,3514.08,3713.16,3506.84,3662.89,2851,10353404,123854555997,16,55,498,630,628
2019-01-15,3662.89,3682.59,3541.0,3583.47,3977,14425790,120287679247,27,51,496,668,620
2019-01-16,3583.47,3663.58,3571.47,3604.57,4990,17998353,121850794013,24,52,546,656,640
2019-01-17,3604.57,3657.79,3545.43,3641.4,2307,8325788,122876950422,28,53,540,620,698
2019-01-18,3641.4,3643.69,3577.28,3608.0,1627,5884005,121514625212,29,52,502,535,622
2019-01-19,3608.0,3760.0,3608.0,3687.0,2227,8268829,124676546194,31,52,375,594,440
2019-01-20,3687.0,3702.09,3474.0,3533.49,2149,7639957,119973835662,35,52,404,561,532
2019-01-21,3533.49,3568.78,3487.29,3532.25,1434,5070847,119473963725,30,52,499,618,522
2019-01-22,3532.25,3611.63,3423.74,3577.24,2338,8284757,120730404987,27,53,538,594,679
2019-01-23,3577.24,3611.57,3523.34,3553.02,2039,7268650,119253725256,33,52,583,566,619
2019-01-24,3553.02,3596.65,3528.54,3570.25,1189,4234595,120483597280,37,53,573,632,588
2019-01-25,3570.25,3578.0,3510.0,3561.0,2499,8878335,119932053575,35,53,519,595,570
2019-01-26,3561.0,3659.38,3540.12,3558.19,1176,4211645,119958895200,41,52,421,571,450
2019-01-27,3558.19,3563.54,3472.94,3529.63,706,2489699,119481144532,39,53,456,578,556
2019-01-28,3529.63,3535.18,3369.99,3429.7,4140,14214006,112897011309,35,53,536,620,629
2019-01-29,3429.7,3437.93,3321.0,3395.49,4105,13930725,113313360335,21,54,558,563,617
2019-01-30,3395.49,3459.5,3372.28,3436.11,3163,10840415,115059745070,22,54,582,561,590
2019-01-31,3436.11,3472.0,3394.43,3412.1,2776,9495071,113892847842,17,54,590,593,594
2019-02-01,3412.1,3458.18,3370.61,3441.87,2800,9580957,114458974833,23,53,535,522,719
2019-02-02,3441.87,3484.99,3412.18,3469.06,691,2379749,114231059978,22,53,447,512,490
2019-02-03,3469.06,3471.42,3390.0,3415.99,787,2695560,113171122013,19,53,464,425,488
2019-02-04,3415.99,3435.0,3397.0,3411.47,1112,3801923,113953063205,27,53,638,605,661
2019-02-05,3411.47,3430.0,3401.84,3429.98,1335,4569082,113695175483,21,53,556,606,792
2019-02-06,3429.98,3445.22,3331.44,3366.83,2077,7000869,111397903272,14,54,598,593,689
2019-02-07,3366.83,3380.0,3352.29,3359.99,1274,4288604,111617124505,18,53,584,573,652
2019-02-08,3359.99,3711.26,3343.84,3622.59,5701,20153424,121217372995,37,56,556,561,646
2019-02-09,3622.59,3638.94,3595.01,3624.11,1614,5836310,121306585614,42,53,489,506,442
2019-02-10,3624.11,3655.04,3580.17,3647.21,987,3565812,121168670163,40,53,454,480,612
2019-02-11,3647.21,3649.99,3578.01,3588.58,3356,12072097,121250618529,46,53,575,547,778
2019-02-12,3588.58,3618.56,3550.1,3588.61,2852,10208314,122047666596,38,53,628,564,635
2019-02-13,3588.61,3627.79,3561.22,3576.48,1831,6560232,120710444701,48,53,586,613,658
2019-02-14,3576.48,3657.0,3537.0,3562.29,2558,9142540,120226152784,48,53,547,602,593
2019-02-15,3562.29,3615.79,3544.95,3567.12,2981,10649544,120563849330,43,52,558,533,627
2019-02-16,3567.12,3606.92,3567.12,3582.3,906,3252985,121527276142,43,53,456,464,472
2019-02-17,3582.3,3675.87,3557.38,3626.7,1439,5181942,121734781176,38,53,507,540,557
2019-02-18,3626.7,3912.51,3618.09,3866.99,3804,14375151,132373021883,63,54,550,687,602
2019-02-19,3866.99,3971.46,3844.37,3892.03,3746,14627443,135188936857,65,52,583,704,645
2019-02-20,3892.03,3966.67,3865.02,3941.16,3014,11805181,135563698857,59,52,560,619,655
2019-02-21,3941.16,3987.0,3870.0,3901.59,2537,9925700,133295114262,59,52,612,639,644
2019-02-22,3901.59,3954.99,3885.12,3946.56,1570,6174383,135051086586,61,52,568,610,667
2019-02-23,3946.56,4153.01,3914.25,4110.99,2210,8914369,140814669315,63,54,451,500,496
2019-02-24,4110.99,4186.99,3715.51,3732.48,5902,22906892,129772378583,69,46,496,727,546
2019-02-25,3732.48,3859.17,3732.48,3820.26,2262,8602292,131340095455,47,53,576,567,790
2019-02-26,3820.26,3828.12,3764.95,3799.99,1620,6147361,130213967798,40,52,602,565,750
2019-02-27,3799.99,3820.28,3650.8,3800.0,3091,11629064,127627392799,39,50,616,528,646
2019-02-28,3800.0,3912.16,3752.05,3791.49,3708,14179915,130225340929,39,52,611,524,653
2019-03-01,3791.49,3843.78,3791.49,3808.12,1608,6142566,131573823631,42,52,546,740,639
2019-03-02,3808.12,3818.31,3761.02,3812.45,584,2225132,130253067857,41,52,431,664,510
2019-03-03,3812.45,3818.52,3761.95,3789.61,502,1908623,129791907478,44,52,418,656,566
2019-03-04,3789.61,3805.46,3675.0,3700.82,1822,6788402,126189657384,36,53,609,663,748
2019-03-05,3700.82,3876.59,3695.0,3845.73,2545,9666566,131818789734,35,54,541,716,716
2019-03-06,3845.73,3893.29,3811.16,3850.46,2898,11133131,132799431175,42,52,614,689,697
2019-03-07,3850.46,3889.72,3829.54,3855.26,1991,7693446,133851862079,56,52,549,729,681
2019-03-08,3855.26,3910.0,3771.78,3842.0,2701,10468107,134106950541,54,52,551,656,686
2019-03-09,3842.0,3947.88,3835.35,3917.49,847,3307557,134601555159,55,51,425,651,470
